Student_ID,University_Rating,School_Size,Region,Major_Category,GPA,Prior_Internships,Extra_Curricular_Activities,Networking_Events_Attended,Primary_Search_Platform,Months_Searching,Applications_Submitted,First_Round_Interviews,Second_Round_Interviews,Offer_Received,Time_to_Offer_Days,Offer_Salary,Company_Size_Offered,Role_Relevance,Accepted_Offer
STU_042400,Mid-tier,Small,South,Humanities,3.32,4,0,4,Indeed,11,143,8,1,1,25.0,77979.0,Startup,6.0,0.0
STU_042401,Mid-tier,Large,Midwest,Healthcare,2.92,0,0,2,LinkedIn,11,110,2,0,0,,,,,
STU_042402,Mid-tier,Medium,West,STEM,3.69,3,3,3,LinkedIn,8,62,3,2,1,34.0,97870.0,Enterprise,6.0,1.0
STU_042403,Mid-tier,Small,West,Business,3.88,2,0,1,LinkedIn,5,5,2,1,1,32.0,88162.0,Mid-Size,6.0,1.0
STU_042404,Mid-tier,Medium,West,STEM,3.19,1,5,3,LinkedIn,1,11,1,0,0,,,,,
STU_042405,Lower-tier,Large,Northeast,STEM,2.97,2,1,3,Handshake,8,64,5,3,0,,,,,
STU_042406,Mid-tier,Medium,Midwest,Business,2.46,2,3,4,LinkedIn,10,141,7,4,1,89.0,74201.0,Mid-Size,6.0,1.0
STU_042407,Mid-tier,Small,Midwest,STEM,3.27,1,3,3,Handshake,9,55,5,0,0,,,,,
STU_042408,Lower-tier,Large,Midwest,Business,3.27,0,2,5,Handshake,11,89,2,2,1,48.0,74308.0,Startup,7.0,1.0
STU_042409,Mid-tier,Medium,Midwest,Business,2.69,2,1,4,Handshake,9,39,5,1,0,,,,,
STU_042410,Mid-tier,Large,Midwest,STEM,3.48,0,4,4,Handshake,10,43,4,2,0,,,,,
STU_042411,Lower-tier,Small,Northeast,Humanities,3.56,1,0,4,Handshake,11,47,2,1,0,,,,,
STU_042412,Lower-tier,Large,South,Business,3.71,2,1,1,Handshake,1,8,0,0,0,,,,,
STU_042413,Top-tier,Small,Northeast,Healthcare,3.1,3,3,5,LinkedIn,3,27,1,0,0,,,,,
STU_042414,Lower-tier,Medium,South,Healthcare,3.64,3,3,2,LinkedIn,1,16,2,2,1,58.0,68886.0,Enterprise,4.0,1.0
STU_042415,Lower-tier,Large,South,Business,2.8,1,0,0,Handshake,10,45,5,1,0,,,,,
STU_042416,Mid-tier,Large,West,STEM,2.82,1,1,5,LinkedIn,10,48,1,1,0,,,,,
STU_042417,Mid-tier,Large,Midwest,Humanities,2.7,1,2,6,LinkedIn,3,30,1,0,0,,,,,
STU_042418,Lower-tier,Large,Midwest,Business,2.79,0,5,8,LinkedIn,4,26,1,0,0,,,,,
STU_042419,Mid-tier,Medium,Northeast,Humanities,2.84,1,2,0,Indeed,5,55,1,0,0,,,,,
STU_042420,Mid-tier,Large,Midwest,STEM,3.52,0,1,2,LinkedIn,6,65,5,1,0,,,,,
STU_042421,Lower-tier,Small,Northeast,Healthcare,2.74,2,3,3,Indeed,7,71,0,0,0,,,,,
STU_042422,Mid-tier,Medium,West,STEM,2.83,2,3,3,Indeed,10,158,5,2,1,44.0,82022.0,Startup,4.0,1.0
STU_042423,Top-tier,Small,Northeast,Business,2.73,2,1,4,Handshake,11,67,3,2,1,38.0,73139.0,Mid-Size,8.0,1.0
STU_042424,Mid-tier,Medium,Midwest,Humanities,3.23,1,2,2,Handshake,4,7,0,0,0,,,,,
STU_042425,Mid-tier,Large,South,STEM,3.02,0,1,3,Indeed,8,144,1,0,0,,,,,
STU_042426,Mid-tier,Medium,West,Business,3.45,1,2,2,LinkedIn,7,51,0,0,0,,,,,
STU_042427,Lower-tier,Large,Northeast,Business,3.74,0,2,5,LinkedIn,3,34,0,0,0,,,,,
STU_042428,Lower-tier,Medium,West,STEM,3.45,0,2,1,LinkedIn,2,19,2,0,0,,,,,
STU_042429,Mid-tier,Medium,Midwest,STEM,3.37,0,1,4,Handshake,1,5,0,0,0,,,,,
STU_042430,Lower-tier,Small,Midwest,Business,2.78,1,1,1,LinkedIn,10,85,5,3,1,89.0,75448.0,Enterprise,3.0,1.0
STU_042431,Lower-tier,Small,Northeast,STEM,2.86,1,7,1,Handshake,4,23,2,0,0,,,,,
STU_042432,Top-tier,Large,Midwest,Humanities,3.37,2,2,1,LinkedIn,6,65,3,3,1,72.0,67307.0,Enterprise,7.0,1.0
STU_042433,Mid-tier,Large,South,Business,3.54,0,0,3,LinkedIn,2,8,0,0,0,,,,,
STU_042434,Mid-tier,Large,Northeast,STEM,3.57,0,1,3,LinkedIn,9,79,2,2,1,48.0,82861.0,Enterprise,7.0,1.0
STU_042435,Mid-tier,Medium,Midwest,Humanities,3.45,2,3,2,Indeed,12,158,3,1,0,,,,,
STU_042436,Mid-tier,Large,Northeast,Business,2.75,0,1,4,Handshake,1,5,0,0,0,,,,,
STU_042437,Mid-tier,Small,West,STEM,3.61,0,2,2,Handshake,2,13,2,0,0,,,,,
STU_042438,Top-tier,Large,South,Business,3.43,2,2,4,LinkedIn,2,6,2,2,1,89.0,107111.0,Enterprise,4.0,0.0
STU_042439,Top-tier,Large,West,STEM,3.38,0,3,1,LinkedIn,2,9,0,0,0,,,,,
STU_042440,Top-tier,Large,West,Healthcare,3.78,1,2,3,LinkedIn,9,57,3,3,1,83.0,72972.0,Mid-Size,3.0,1.0
STU_042441,Top-tier,Large,Midwest,STEM,3.4,1,1,4,Handshake,6,30,3,3,0,,,,,
STU_042442,Mid-tier,Small,South,Business,3.45,1,4,1,LinkedIn,7,35,2,2,1,71.0,84549.0,Startup,9.0,1.0
STU_042443,Mid-tier,Small,Northeast,Business,2.87,3,2,2,LinkedIn,10,68,3,2,1,57.0,92288.0,Mid-Size,6.0,1.0
STU_042444,Lower-tier,Medium,West,STEM,3.09,0,3,5,Handshake,9,54,3,1,1,37.0,86995.0,Enterprise,8.0,0.0
STU_042445,Top-tier,Large,South,STEM,3.59,2,6,2,Indeed,1,24,0,0,0,,,,,
STU_042446,Lower-tier,Medium,Midwest,Arts,2.73,1,2,1,LinkedIn,12,46,3,1,1,78.0,79375.0,Mid-Size,7.0,0.0
STU_042447,Top-tier,Large,Midwest,Business,2.97,2,1,4,LinkedIn,11,124,5,3,0,,,,,
STU_042448,Mid-tier,Small,Northeast,Business,3.44,2,5,4,Handshake,10,50,3,1,1,27.0,61920.0,Mid-Size,7.0,1.0
STU_042449,Mid-tier,Large,South,STEM,4.0,1,2,3,LinkedIn,3,15,2,2,1,58.0,95215.0,Enterprise,8.0,1.0
STU_042450,Lower-tier,Large,Northeast,STEM,3.18,1,2,4,Handshake,5,16,0,0,0,,,,,
STU_042451,Top-tier,Medium,South,STEM,2.7,3,4,4,Handshake,1,5,0,0,0,,,,,
STU_042452,Lower-tier,Small,West,STEM,3.17,1,3,2,Handshake,11,33,2,1,0,,,,,
STU_042453,Top-tier,Large,Northeast,Business,2.37,2,2,1,LinkedIn,5,28,2,2,1,47.0,80150.0,Enterprise,7.0,1.0
STU_042454,Mid-tier,Large,Northeast,Business,3.45,1,2,5,LinkedIn,11,82,3,1,0,,,,,
STU_042455,Mid-tier,Medium,South,Arts,3.53,2,2,3,LinkedIn,12,72,4,4,1,85.0,71004.0,Enterprise,8.0,1.0
STU_042456,Lower-tier,Medium,Northeast,Business,3.2,1,2,1,Handshake,8,21,2,2,0,,,,,
STU_042457,Lower-tier,Medium,Northeast,Healthcare,2.43,0,3,4,Handshake,7,45,3,1,0,,,,,
STU_042458,Mid-tier,Small,West,STEM,3.34,1,2,3,Indeed,12,148,8,5,1,34.0,75069.0,Startup,2.0,0.0
STU_042459,Lower-tier,Medium,Northeast,Healthcare,3.38,3,2,1,Indeed,7,93,0,0,0,,,,,
STU_042460,Lower-tier,Medium,West,Business,2.85,0,0,3,Handshake,5,19,2,1,1,26.0,55231.0,Startup,9.0,1.0
STU_042461,Mid-tier,Medium,Northeast,STEM,3.16,3,4,3,LinkedIn,4,5,0,0,0,,,,,
STU_042462,Lower-tier,Medium,Midwest,Healthcare,2.85,0,0,1,Handshake,8,33,2,0,0,,,,,
STU_042463,Top-tier,Medium,West,STEM,4.0,3,1,4,Handshake,8,26,2,2,1,56.0,86302.0,Startup,9.0,1.0
STU_042464,Mid-tier,Medium,South,Humanities,3.21,0,1,4,Handshake,12,54,6,3,0,,,,,
STU_042465,Lower-tier,Medium,West,Business,3.66,2,2,3,LinkedIn,7,57,2,2,1,36.0,71442.0,Enterprise,10.0,1.0
STU_042466,Mid-tier,Large,South,Humanities,2.84,2,3,0,LinkedIn,3,14,2,1,1,32.0,76914.0,Enterprise,4.0,0.0
STU_042467,Lower-tier,Large,Northeast,Business,3.65,2,1,3,Indeed,4,48,0,0,0,,,,,
STU_042468,Lower-tier,Large,West,Arts,3.23,0,3,4,Handshake,8,33,2,1,0,,,,,
STU_042469,Lower-tier,Medium,South,Humanities,2.7,1,6,3,Indeed,11,111,0,0,0,,,,,
STU_042470,Top-tier,Large,Northeast,Business,3.57,0,0,3,Handshake,1,5,0,0,0,,,,,
STU_042471,Mid-tier,Large,South,Business,3.27,0,2,5,Indeed,8,130,0,0,0,,,,,
STU_042472,Top-tier,Medium,Northeast,STEM,3.6,1,3,1,Handshake,5,31,2,1,0,,,,,
STU_042473,Lower-tier,Large,Midwest,STEM,2.61,1,2,4,Handshake,2,9,2,2,1,32.0,73375.0,Startup,8.0,1.0
STU_042474,Mid-tier,Small,South,STEM,3.81,3,2,3,Indeed,6,72,4,3,1,22.0,89736.0,Enterprise,5.0,0.0
STU_042475,Mid-tier,Large,West,STEM,3.81,0,0,4,Handshake,7,37,2,0,0,,,,,
STU_042476,Mid-tier,Medium,Northeast,STEM,3.21,1,3,3,LinkedIn,9,58,2,0,0,,,,,
STU_042477,Top-tier,Medium,Midwest,STEM,3.45,2,2,4,LinkedIn,9,78,3,0,0,,,,,
STU_042478,Mid-tier,Medium,Midwest,STEM,3.59,0,2,4,LinkedIn,7,71,3,1,1,39.0,70574.0,Enterprise,10.0,1.0
STU_042479,Top-tier,Medium,Midwest,STEM,2.87,2,1,2,LinkedIn,10,71,2,1,1,58.0,115685.0,Enterprise,6.0,0.0
STU_042480,Mid-tier,Medium,South,STEM,3.37,3,2,4,LinkedIn,7,39,2,1,0,,,,,
STU_042481,Lower-tier,Medium,Northeast,STEM,2.58,2,1,4,Handshake,8,17,1,0,0,,,,,
STU_042482,Lower-tier,Small,Midwest,Humanities,3.54,1,2,2,LinkedIn,11,102,3,0,0,,,,,
STU_042483,Lower-tier,Small,South,Healthcare,3.7,0,1,2,Handshake,1,8,2,1,1,23.0,57285.0,Enterprise,9.0,1.0
STU_042484,Mid-tier,Large,South,Arts,2.96,0,3,2,Handshake,8,40,9,3,0,,,,,
STU_042485,Lower-tier,Medium,Midwest,STEM,3.45,2,0,3,Handshake,8,60,1,0,0,,,,,
STU_042486,Lower-tier,Large,South,STEM,3.04,0,1,1,Indeed,6,14,0,0,0,,,,,
STU_042487,Lower-tier,Small,West,Business,2.85,2,2,3,LinkedIn,4,10,0,0,0,,,,,
STU_042488,Top-tier,Large,South,Healthcare,3.08,1,0,1,Indeed,8,101,1,0,0,,,,,
STU_042489,Lower-tier,Large,Northeast,Humanities,3.55,2,0,6,LinkedIn,7,51,2,1,1,89.0,79634.0,Enterprise,7.0,0.0
STU_042490,Mid-tier,Large,South,STEM,3.23,0,2,2,LinkedIn,10,88,4,1,0,,,,,
STU_042491,Mid-tier,Large,Midwest,Healthcare,3.49,3,1,3,LinkedIn,6,32,2,2,1,79.0,70724.0,Enterprise,8.0,1.0
STU_042492,Mid-tier,Large,Midwest,Arts,3.32,2,2,3,Handshake,4,20,2,2,1,31.0,53979.0,Mid-Size,8.0,1.0
STU_042493,Lower-tier,Medium,South,STEM,3.29,2,2,4,Indeed,3,58,3,3,1,37.0,83040.0,Startup,5.0,1.0
STU_042494,Mid-tier,Medium,Midwest,STEM,3.47,2,1,2,Handshake,4,14,2,2,1,24.0,87231.0,Mid-Size,10.0,1.0
STU_042495,Top-tier,Small,West,Business,3.48,2,2,2,Indeed,9,129,2,0,0,,,,,
STU_042496,Lower-tier,Small,South,Business,3.13,4,2,2,LinkedIn,11,22,2,1,1,68.0,90907.0,Mid-Size,7.0,0.0
STU_042497,Mid-tier,Medium,Northeast,STEM,2.43,1,2,3,Handshake,2,11,1,1,0,,,,,
STU_042498,Top-tier,Small,Northeast,Healthcare,2.61,1,0,4,Handshake,1,5,2,1,1,45.0,66761.0,Enterprise,9.0,1.0
STU_042499,Mid-tier,Medium,Midwest,Arts,3.06,2,4,1,LinkedIn,11,49,3,1,0,,,,,
STU_042500,Mid-tier,Large,Midwest,Healthcare,3.03,0,2,1,Indeed,7,128,1,0,0,,,,,
STU_042501,Top-tier,Large,West,Humanities,3.65,1,2,1,LinkedIn,1,5,0,0,0,,,,,
STU_042502,Mid-tier,Medium,West,Business,2.5,1,2,1,LinkedIn,1,10,0,0,0,,,,,
STU_042503,Lower-tier,Medium,Midwest,STEM,3.42,0,2,2,LinkedIn,6,5,1,0,0,,,,,
STU_042504,Lower-tier,Small,Northeast,STEM,3.68,2,1,0,Handshake,9,49,3,1,1,27.0,74724.0,Mid-Size,6.0,1.0
STU_042505,Top-tier,Large,Northeast,STEM,3.33,1,2,6,LinkedIn,4,22,1,0,0,,,,,
STU_042506,Mid-tier,Large,West,STEM,3.87,2,3,7,Indeed,11,187,1,0,0,,,,,
STU_042507,Mid-tier,Medium,Northeast,Humanities,2.61,0,2,4,LinkedIn,10,123,4,1,0,,,,,
STU_042508,Mid-tier,Medium,South,Humanities,3.06,1,1,3,Handshake,9,45,3,3,1,20.0,58800.0,Startup,7.0,1.0
STU_042509,Mid-tier,Small,Northeast,Humanities,3.16,0,2,2,LinkedIn,6,55,2,0,0,,,,,
STU_042510,Top-tier,Large,Midwest,Business,3.2,3,4,6,LinkedIn,10,56,2,2,1,61.0,119412.0,Enterprise,8.0,1.0
STU_042511,Mid-tier,Medium,Northeast,STEM,2.83,1,2,6,Indeed,9,73,1,1,0,,,,,
STU_042512,Top-tier,Medium,South,Arts,3.09,0,0,4,Handshake,3,13,2,2,0,,,,,
STU_042513,Mid-tier,Medium,West,Humanities,3.37,2,4,4,Indeed,8,102,3,2,0,,,,,
STU_042514,Lower-tier,Large,Northeast,STEM,3.6,0,2,5,Handshake,5,16,2,0,0,,,,,
STU_042515,Lower-tier,Large,Northeast,Healthcare,3.64,2,2,4,Handshake,12,5,1,0,0,,,,,
STU_042516,Lower-tier,Large,South,STEM,3.18,3,2,4,Handshake,7,17,2,1,1,39.0,72315.0,Startup,5.0,1.0
STU_042517,Lower-tier,Medium,Northeast,Business,3.72,2,0,3,LinkedIn,5,72,4,3,1,54.0,83118.0,Startup,7.0,1.0
STU_042518,Top-tier,Medium,Midwest,STEM,3.59,2,3,4,LinkedIn,6,70,2,1,0,,,,,
STU_042519,Lower-tier,Small,South,Arts,3.82,0,3,1,Handshake,1,5,0,0,0,,,,,
STU_042520,Mid-tier,Medium,South,Business,3.29,1,3,3,Indeed,8,176,0,0,0,,,,,
STU_042521,Lower-tier,Large,Northeast,STEM,2.5,2,1,1,Handshake,3,12,1,0,0,,,,,
STU_042522,Lower-tier,Large,Northeast,STEM,3.18,0,2,2,Indeed,1,18,2,1,1,37.0,54975.0,Mid-Size,1.0,1.0
STU_042523,Mid-tier,Large,West,Business,2.41,0,3,4,Handshake,7,44,2,1,1,42.0,43602.0,Mid-Size,9.0,1.0
STU_042524,Mid-tier,Small,South,STEM,3.28,2,4,1,Handshake,9,48,2,1,1,40.0,85929.0,Mid-Size,8.0,1.0
STU_042525,Mid-tier,Large,Northeast,Humanities,2.64,0,4,8,Handshake,10,101,6,1,1,38.0,44491.0,Mid-Size,8.0,1.0
STU_042526,Mid-tier,Large,Northeast,Business,2.96,2,2,1,Handshake,8,12,0,0,0,,,,,
STU_042527,Lower-tier,Large,West,STEM,3.69,2,2,6,LinkedIn,2,19,1,1,0,,,,,
STU_042528,Lower-tier,Medium,West,STEM,2.1,2,3,1,Handshake,6,10,0,0,0,,,,,
STU_042529,Mid-tier,Medium,South,Healthcare,3.04,2,1,1,Indeed,1,19,2,2,1,39.0,60600.0,Mid-Size,6.0,0.0
STU_042530,Mid-tier,Large,Midwest,Humanities,3.52,0,0,5,Handshake,11,38,2,1,1,30.0,70647.0,Mid-Size,9.0,0.0
STU_042531,Top-tier,Medium,Midwest,STEM,2.78,3,2,4,Indeed,9,118,6,1,1,36.0,101339.0,Startup,8.0,1.0
STU_042532,Lower-tier,Medium,Midwest,STEM,3.36,2,1,4,Indeed,4,58,2,0,0,,,,,
STU_042533,Lower-tier,Medium,South,STEM,2.78,1,3,5,Handshake,12,64,7,1,0,,,,,
STU_042534,Mid-tier,Large,Northeast,STEM,3.82,1,3,2,Indeed,8,102,4,3,1,14.0,84314.0,Startup,3.0,1.0
STU_042535,Lower-tier,Medium,West,STEM,3.05,0,0,2,LinkedIn,5,53,3,1,1,48.0,83245.0,Mid-Size,7.0,1.0
STU_042536,Lower-tier,Medium,West,Business,3.25,2,3,0,Indeed,11,91,2,1,1,37.0,65603.0,Startup,6.0,1.0
STU_042537,Mid-tier,Medium,South,STEM,2.97,3,1,4,Handshake,10,70,4,2,0,,,,,
STU_042538,Lower-tier,Small,West,STEM,3.46,1,0,4,Handshake,10,41,2,2,1,41.0,76065.0,Mid-Size,10.0,1.0
STU_042539,Mid-tier,Large,Northeast,STEM,3.17,0,1,2,Handshake,5,48,3,3,1,34.0,70870.0,Mid-Size,10.0,1.0
STU_042540,Top-tier,Large,South,Business,2.88,1,3,6,LinkedIn,9,91,2,1,0,,,,,
STU_042541,Mid-tier,Large,South,Healthcare,3.44,0,3,1,Indeed,4,78,4,3,1,15.0,45230.0,Startup,4.0,1.0
STU_042542,Mid-tier,Large,Midwest,Business,3.31,2,3,2,LinkedIn,5,26,2,2,1,47.0,98343.0,Startup,8.0,1.0
STU_042543,Mid-tier,Large,South,STEM,2.38,1,3,4,Indeed,11,133,0,0,0,,,,,
STU_042544,Lower-tier,Large,Midwest,Healthcare,3.66,2,2,3,LinkedIn,1,8,0,0,0,,,,,
STU_042545,Lower-tier,Small,Northeast,Business,2.67,1,3,4,Indeed,1,18,0,0,0,,,,,
STU_042546,Lower-tier,Medium,South,Business,3.76,1,3,1,LinkedIn,2,10,2,2,1,57.0,81806.0,Mid-Size,10.0,1.0
STU_042547,Mid-tier,Large,Northeast,Business,3.32,0,0,5,Handshake,12,108,6,3,0,,,,,
STU_042548,Mid-tier,Medium,Northeast,Humanities,3.05,0,1,1,LinkedIn,8,73,4,0,0,,,,,
STU_042549,Mid-tier,Large,Midwest,STEM,3.4,1,3,1,Handshake,10,76,2,1,1,42.0,83921.0,Mid-Size,9.0,1.0
STU_042550,Mid-tier,Small,South,Arts,3.16,1,2,5,Handshake,6,28,2,1,0,,,,,
STU_042551,Mid-tier,Small,South,Humanities,3.16,1,2,4,Handshake,7,12,1,0,0,,,,,
STU_042552,Lower-tier,Medium,West,Arts,3.17,0,2,1,LinkedIn,9,9,2,1,1,81.0,65542.0,Enterprise,7.0,1.0
STU_042553,Lower-tier,Medium,Northeast,Business,3.37,3,1,3,Handshake,5,20,2,1,0,,,,,
STU_042554,Mid-tier,Large,Northeast,Business,3.37,1,4,1,Handshake,12,54,3,2,1,52.0,76855.0,Mid-Size,7.0,0.0
STU_042555,Lower-tier,Large,Midwest,Humanities,3.51,1,5,4,LinkedIn,10,43,2,1,1,61.0,76179.0,Enterprise,4.0,1.0
STU_042556,Lower-tier,Large,Midwest,STEM,3.45,1,1,1,Handshake,5,27,2,1,1,29.0,74260.0,Enterprise,9.0,0.0
STU_042557,Lower-tier,Small,South,STEM,3.62,2,2,1,LinkedIn,6,57,3,2,1,84.0,94246.0,Mid-Size,9.0,1.0
STU_042558,Mid-tier,Small,South,STEM,2.19,3,0,4,Handshake,5,7,2,1,1,34.0,114043.0,Enterprise,9.0,0.0
STU_042559,Lower-tier,Large,West,Business,3.02,4,1,4,LinkedIn,6,46,2,1,1,43.0,88321.0,Mid-Size,9.0,1.0
STU_042560,Mid-tier,Large,South,STEM,3.45,4,1,2,LinkedIn,4,42,3,3,1,78.0,100063.0,Startup,7.0,0.0
STU_042561,Top-tier,Large,Northeast,STEM,3.36,0,2,3,Handshake,7,36,4,1,0,,,,,
STU_042562,Top-tier,Large,Northeast,STEM,2.34,0,0,5,Indeed,6,71,1,0,0,,,,,
STU_042563,Top-tier,Small,South,Humanities,2.94,1,3,3,Handshake,4,6,0,0,0,,,,,
STU_042564,Mid-tier,Medium,Midwest,Business,3.13,1,3,3,LinkedIn,7,86,4,2,0,,,,,
STU_042565,Mid-tier,Medium,South,Business,3.72,1,2,3,Handshake,4,27,4,3,0,,,,,
STU_042566,Lower-tier,Small,South,STEM,3.52,0,1,2,Handshake,12,5,0,0,0,,,,,
STU_042567,Lower-tier,Large,Midwest,Business,3.06,1,4,7,LinkedIn,1,6,2,1,1,53.0,81789.0,Mid-Size,9.0,0.0
STU_042568,Lower-tier,Large,West,Business,3.42,3,0,4,Handshake,8,48,1,0,0,,,,,
STU_042569,Mid-tier,Medium,Northeast,STEM,3.3,0,1,4,Indeed,2,15,0,0,0,,,,,
STU_042570,Lower-tier,Large,Northeast,STEM,3.38,2,2,3,Indeed,2,17,0,0,0,,,,,
STU_042571,Mid-tier,Large,South,Business,2.36,2,3,2,LinkedIn,5,57,5,1,0,,,,,
STU_042572,Mid-tier,Large,Midwest,Business,3.6,0,2,2,LinkedIn,1,10,0,0,0,,,,,
STU_042573,Lower-tier,Large,Midwest,STEM,3.82,2,1,1,LinkedIn,11,110,2,2,1,52.0,98424.0,Startup,10.0,1.0
STU_042574,Lower-tier,Large,Midwest,Humanities,3.29,1,1,0,LinkedIn,8,48,4,0,0,,,,,
STU_042575,Mid-tier,Large,South,Healthcare,2.79,1,0,5,Indeed,4,5,0,0,0,,,,,
STU_042576,Lower-tier,Small,Midwest,STEM,2.98,1,2,1,Indeed,11,99,1,0,0,,,,,
STU_042577,Lower-tier,Medium,Northeast,Business,2.71,2,3,2,Indeed,11,75,1,0,0,,,,,
STU_042578,Lower-tier,Medium,South,Business,3.35,1,1,2,LinkedIn,6,60,1,0,0,,,,,
STU_042579,Lower-tier,Medium,Northeast,STEM,3.11,3,4,3,Indeed,5,47,0,0,0,,,,,
STU_042580,Lower-tier,Large,West,Humanities,2.98,0,1,3,Indeed,4,94,0,0,0,,,,,
STU_042581,Lower-tier,Small,Midwest,Arts,3.46,0,1,5,Handshake,3,5,2,2,1,28.0,56000.0,Startup,8.0,1.0
STU_042582,Lower-tier,Large,South,Business,3.68,0,2,2,Handshake,5,61,3,0,0,,,,,
STU_042583,Lower-tier,Medium,Midwest,Humanities,3.37,0,0,2,Handshake,4,24,1,0,0,,,,,
STU_042584,Lower-tier,Medium,Northeast,STEM,2.52,0,3,2,LinkedIn,5,35,1,0,0,,,,,
STU_042585,Lower-tier,Medium,South,Healthcare,3.47,2,0,1,Handshake,1,7,0,0,0,,,,,
STU_042586,Top-tier,Large,Northeast,STEM,2.82,2,4,5,LinkedIn,1,11,1,0,0,,,,,
STU_042587,Lower-tier,Small,West,STEM,3.16,2,0,3,Indeed,11,108,3,2,1,19.0,71936.0,Startup,5.0,1.0
STU_042588,Mid-tier,Medium,West,STEM,2.81,1,0,3,Handshake,5,33,2,0,0,,,,,
STU_042589,Mid-tier,Large,West,Business,2.82,1,2,2,Handshake,4,9,0,0,0,,,,,
STU_042590,Mid-tier,Small,South,STEM,3.06,0,2,8,Indeed,7,103,2,2,1,36.0,69213.0,Startup,4.0,1.0
STU_042591,Mid-tier,Large,South,Humanities,3.28,0,2,2,Handshake,7,35,5,2,0,,,,,
STU_042592,Mid-tier,Large,Northeast,Humanities,3.11,0,2,2,Handshake,10,46,2,2,1,54.0,54932.0,Enterprise,7.0,1.0
STU_042593,Lower-tier,Large,South,Healthcare,3.19,1,1,3,Handshake,11,58,2,2,0,,,,,
STU_042594,Lower-tier,Large,West,Business,3.1,0,2,2,Handshake,12,58,8,0,0,,,,,
STU_042595,Mid-tier,Medium,West,STEM,2.62,2,2,1,Indeed,1,12,2,2,1,15.0,70473.0,Enterprise,1.0,1.0
STU_042596,Lower-tier,Large,Midwest,Arts,3.21,1,2,0,Indeed,3,41,0,0,0,,,,,
STU_042597,Lower-tier,Small,South,Healthcare,3.42,0,3,1,Indeed,3,28,0,0,0,,,,,
STU_042598,Mid-tier,Large,South,Humanities,3.1,0,0,1,Indeed,9,64,3,3,1,33.0,50943.0,Mid-Size,7.0,1.0
STU_042599,Mid-tier,Medium,Midwest,Healthcare,3.1,4,2,0,Handshake,4,21,2,2,1,59.0,76045.0,Startup,10.0,1.0
STU_042600,Mid-tier,Medium,West,STEM,3.97,1,2,3,Handshake,10,46,5,2,0,,,,,
STU_042601,Lower-tier,Small,West,Healthcare,3.39,1,3,6,Handshake,4,24,2,1,0,,,,,
STU_042602,Mid-tier,Medium,Midwest,Business,3.24,1,3,7,LinkedIn,2,19,1,1,0,,,,,
STU_042603,Lower-tier,Small,South,Humanities,3.37,0,2,6,Handshake,1,6,0,0,0,,,,,
STU_042604,Mid-tier,Medium,West,STEM,2.85,1,1,2,LinkedIn,4,34,1,1,0,,,,,
STU_042605,Top-tier,Medium,South,Business,2.91,1,1,5,LinkedIn,4,33,4,1,0,,,,,
STU_042606,Mid-tier,Large,West,Humanities,3.18,0,3,2,Handshake,9,37,2,2,1,21.0,40367.0,Enterprise,7.0,1.0
STU_042607,Mid-tier,Medium,Midwest,Business,3.25,0,6,3,LinkedIn,10,130,5,1,0,,,,,
STU_042608,Mid-tier,Small,South,Business,3.36,2,3,9,Indeed,6,71,2,1,1,42.0,70938.0,Startup,4.0,1.0
STU_042609,Mid-tier,Large,West,Business,2.91,2,4,2,LinkedIn,10,111,3,1,0,,,,,
STU_042610,Mid-tier,Large,Northeast,STEM,2.93,0,5,3,Indeed,11,159,8,2,1,25.0,76407.0,Mid-Size,5.0,1.0
STU_042611,Mid-tier,Medium,South,Humanities,3.51,3,3,5,LinkedIn,4,50,2,1,1,57.0,81237.0,Mid-Size,7.0,0.0
STU_042612,Lower-tier,Medium,Midwest,Humanities,3.82,1,4,1,Indeed,4,52,0,0,0,,,,,
STU_042613,Lower-tier,Large,West,STEM,3.45,0,5,1,Indeed,3,46,0,0,0,,,,,
STU_042614,Lower-tier,Small,Midwest,Humanities,3.37,0,3,2,Indeed,1,13,0,0,0,,,,,
STU_042615,Lower-tier,Medium,Northeast,Business,3.6,1,2,2,Indeed,8,98,4,2,1,28.0,71865.0,Startup,5.0,1.0
STU_042616,Mid-tier,Medium,West,STEM,2.71,0,6,4,LinkedIn,2,21,2,0,0,,,,,
STU_042617,Top-tier,Small,Midwest,Arts,3.06,3,3,2,LinkedIn,8,117,5,1,1,77.0,85316.0,Enterprise,10.0,0.0
STU_042618,Mid-tier,Medium,Midwest,Business,2.95,2,3,3,LinkedIn,11,115,3,2,1,73.0,74718.0,Enterprise,7.0,1.0
STU_042619,Mid-tier,Large,South,STEM,3.42,3,5,2,LinkedIn,8,78,4,1,1,65.0,96023.0,Mid-Size,5.0,1.0
STU_042620,Mid-tier,Large,West,Business,3.74,0,0,7,LinkedIn,3,26,1,1,0,,,,,
STU_042621,Lower-tier,Large,Midwest,Business,3.43,2,2,5,LinkedIn,3,30,2,1,1,70.0,94776.0,Mid-Size,8.0,1.0
STU_042622,Lower-tier,Small,West,STEM,3.43,1,2,2,Handshake,3,13,0,0,0,,,,,
STU_042623,Mid-tier,Small,South,Business,2.82,0,2,1,LinkedIn,4,38,0,0,0,,,,,
STU_042624,Mid-tier,Small,South,STEM,3.92,4,2,1,LinkedIn,7,47,3,2,1,31.0,94756.0,Enterprise,7.0,1.0
